LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity
,,,(quality),(micron),(micron),(micron),(frame),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,
ID390312,390312,31,126.0,92.9450817342163,68.43538758851949,0.0,29.0,29,1.9214761229727526,1,,33454.19047619048,32810.0,32257.0,39073.0,4215228.0,1195.0975773670414,37787.96031746034,36825.0,32238.0,51251.0,4761283.0,3935.3531895387346,-0.8299659567224295,-273.2760375053619,-0.8114871892992341,-82.66858997877728,-6.090994723235754E-4,-0.238878009761713,3.4508336739606853,1.1339101481260185,1.8682831606884083,3.0433043391169763,11.598981531546325,23.50373963576541,0.2638492025145197,0.70391061452514
ID408886,408886,31,124.0,92.47813529342292,67.74638634486419,0.0,37.0,37,1.9404447577919817,1,,33163.62992125985,32794.0,32581.0,37455.0,4211781.0,796.7894287079789,37310.055118110235,36439.0,32479.0,51803.0,4738377.0,3511.798755187701,-0.8338511504292438,-417.77234320394797,-0.815933616343155,-94.19039371768035,-0.07145249515472828,-0.059116499379656844,3.1716626479727132,1.2668558515553783,1.921805574745004,2.503570271297018,11.829120053997633,31.279941768730883,0.15192541512698648,0.6377171215880892
ID396596,396596,31,116.0,93.32035722319398,68.91818895180627,0.0,24.0,24,1.8515807220744294,1,,33149.7094017094,32793.0,32596.0,37214.0,3878516.0,735.3769858897973,38149.273504273486,37102.0,32222.0,51845.0,4463465.0,4273.868347140385,-0.8312984693833116,-444.26044267507206,-0.8100601772644385,-76.1371089480432,-0.07790301735411623,0.01019633640640762,3.346231124059299,1.1074503926850516,-1.2577644295297978,3.021562993847739,10.77048285072161,22.138178042940208,0.2761603254457723,0.7048192771084342
ID429748,429748,31,89.0,92.29852605480919,66.48977681367084,0.0,53.0,53,1.6194264832309737,1,,33107.730337078654,32797.0,32341.0,36146.0,2946588.0,739.7195531852985,37326.752808988764,36756.0,32565.0,46276.0,3322081.0,2901.5326446900863,-0.8302676288039479,-437.87054664349523,-0.8141743047928901,-112.72866685481253,-0.029039708790713707,0.12940114410860273,2.5341172895314865,1.2025694691566144,1.6174552697653097,2.107252308100515,8.238959103757134,17.97408954665426,0.32047075913989936,0.7617021276595763
ID384310,384310,31,117.0,93.34953740234563,68.85696269963263,0.0,23.0,23,1.84762011706413,1,,33148.831932773086,32800.0,32281.0,36125.0,3944711.0,743.4452816235145,37717.50420168068,37171.0,32251.0,51156.0,4488383.0,3619.0228685775505,-0.8280510998814563,-429.4444081570262,-0.8089354750562082,-88.25014714305918,-0.12217004809853783,0.08869389942279214,3.146408458226875,1.2230967672060742,-1.1853538909033028,2.5724934793297107,10.72445514623135,22.77621521966836,0.25978973403654787,0.6934523809523808
ID399292,399292,31,107.0,92.88871412807649,67.23526506745445,0.0,35.0,35,1.7830543802527494,1,,33199.08256880734,32796.0,32411.0,35606.0,3618700.0,763.6975371863205,37515.64220183486,36584.0,32716.0,49167.0,4089205.0,3664.923364675345,-0.8323788395352335,-431.7445620885398,-0.8139991503943508,-89.59556380577958,0.007190312376472522,0.0743149470302293,2.7349347743210255,1.213936466607503,1.7247894095435061,2.252947208978854,9.988011874387126,22.643323058704446,0.24479840759208385,0.7185430463576157
ID417469,417469,31,98.0,92.5056463183548,66.93667391747047,0.0,43.0,43,1.707502152895207,1,,33197.9603960396,32786.0,32479.0,37396.0,3352994.0,889.595851168294,37089.17821782178,36425.0,31888.0,47328.0,3746007.0,3132.2870283421967,-0.833509558594652,-373.6542525032909,-0.8179429097353557,-106.39740831510024,0.0671420992827564,-0.201458570753356,2.8010255640221673,1.2012180270502413,-1.2031879067090219,2.331821119019065,9.159513193562368,22.67513163283582,0.2238631563574429,0.6524590163934432
ID365625,365625,31,144.0,93.8020778659199,69.94391080564871,0.0,6.0,6,2.0577075122877635,1,,33315.50344827584,32802.0,32427.0,38117.0,4830748.0,1005.0402432803506,37832.462068965506,36547.0,32252.0,54303.0,5485707.0,4425.399186358299,-0.8297996409688287,-323.2255588333581,-0.8103997156734024,-73.08065733426176,0.025022148901987708,0.04573913651855779,2.9870590077585124,1.482996937474011,-1.3560566460238306,2.0142044344652326,13.302006597686102,25.069033924645957,0.2659817424930379,0.6997578692493965
ID426938,426938,31,106.0,92.35335598198205,65.84163117770007,0.0,51.0,51,1.7372740474044235,1,,32956.00000000002,32789.0,32671.0,35300.0,3427424.0,434.91836082479233,36866.95192307693,36402.0,32593.0,49163.0,3834163.0,3286.7707774192645,-0.8357061919366501,-770.8842476060169,-0.8214051515439317,-103.17781009741329,-0.09108697738235244,-0.013895052460824599,2.5689341697101695,1.344078092714422,-1.4084761021556622,1.9112982970521448,9.48170712499422,26.376720791925738,0.17125954906568194,0.5628415300546451
ID383032,383032,31,131.0,93.41021068827476,69.20628935542435,0.0,20.0,20,1.9554871903320625,1,,33161.793893129754,32798.0,32410.0,35859.0,4344195.0,710.069365165851,38032.480916030545,36917.0,32235.0,54510.0,4982255.0,4257.984198675644,-0.8312714589377923,-460.17344514528514,-0.809442543221439,-75.88233475647579,-0.14112894299115103,0.02509244400512157,3.2860748542676483,1.2866446562669498,1.8793277122821834,2.553987877120489,12.013230871958731,26.2705089100581,0.21874227042561523,0.6428571428571421
ID381371,381371,31,124.0,93.71386646954379,68.7018828402684,0.0,19.0,19,1.9023183551305043,1,,33177.41463414633,32801.0,32483.0,36192.0,4080822.0,789.7517448366992,38328.065040650414,37354.0,32631.0,51313.0,4714352.0,4250.792091548481,-0.8300990357737431,-410.5026903850699,-0.8080269192815597,-75.90362574881178,-0.04827485128513189,0.2623439275630843,2.8786629498258827,1.4469424318248834,-1.3476032481648388,1.9894799450972724,11.368843009095041,26.944188248489407,0.19678678263119354,0.6129032258064531
ID358330,358330,31,127.0,93.79955822846351,70.01329415544225,0.0,5.0,5,1.9328796422144847,1,,33221.6875,32793.0,32215.0,36808.0,4252376.0,871.402604999549,38900.4140625,37705.0,32612.0,53192.0,4979253.0,4484.41276368225,-0.8286490974368219,-368.73732077640125,-0.8035724280673479,-70.97431641886027,-0.018170986883309606,-0.1172044087284293,3.068538491829727,1.421551428747327,-1.3254611583524991,2.158584226906041,11.737064645017126,25.06903392464594,0.23468977278797448,0.647208121827411
ID390330,390330,31,105.0,93.49673214678468,68.4051770408617,0.0,25.0,25,1.7245775991970183,1,,33122.460784313735,32797.0,32503.0,36108.0,3378491.0,692.9684842971444,38653.92156862745,37636.0,32425.0,51388.0,3942700.0,4216.189241075393,-0.8268917595653502,-456.635875292012,-0.8036342125583864,-75.04055803640007,0.059331716023764594,-0.003464138521759015,2.595050003876262,1.2213070438270088,-1.2293113887742473,2.124813753423202,9.343624011523412,18.067117236853086,0.359705843187599,0.6835016835016815
ID406470,406470,31,90.0,92.54507289757815,66.99112672073092,0.0,41.0,41,1.5920539231835893,1,,33019.174418604656,32796.0,32376.0,38600.0,2839649.0,805.0913311998753,37735.47674418604,37265.0,32063.0,47883.0,3245251.0,3561.567690933286,-0.8344126016294412,-413.3373275467039,-0.816023310692387,-93.9892966358729,-0.09690449126555523,0.09820761212611007,2.3558950964172225,1.2471366789844136,1.7974456775645693,1.8890432268704576,7.962792876815554,18.392751770105228,0.29578889439095984,0.7119341563786012
ID431822,431822,31,104.0,92.47212955261362,65.57984287763725,0.0,55.0,55,1.7871580781554022,1,,33104.97247706424,32793.0,32592.0,35674.0,3608442.0,655.9545696034307,37059.165137614684,36105.0,32488.0,47345.0,4039449.0,2943.6963929655767,-0.8308012728051742,-495.6208023830354,-0.814303410898975,-110.41165981172965,-0.07124859084127813,0.06198695369564361,2.671322314024893,1.2754080716833893,1.7268210072399401,2.0944844033322294,10.034039578877383,24.96692970095375,0.2022811420425042,0.7124183006535948
ID411087,411087,31,106.0,92.48789649770673,67.72335334380901,0.0,38.0,38,1.774818519224804,1,,32988.23584905661,32784.0,32534.0,36457.0,3496753.0,574.5095888277118,37941.00000000001,37400.0,32505.0,50166.0,4021746.0,3548.3082004970042,-0.8336850508646182,-575.6553319666223,-0.8123488450834735,-92.57820579397453,0.07394848199110506,0.053451483809873176,3.0608822082684983,1.2417873414672513,1.973461249321792,2.464900475351818,9.895956465406611,22.115341289200554,0.25426134985592996,0.6323529411764713
ID366158,366158,31,127.0,93.85153106140905,70.08706199757924,0.0,9.0,9,1.9404447577919839,1,,33318.00000000001,32796.0,32393.0,36736.0,4231386.0,906.8415360075714,38698.94488188975,38442.0,32494.0,53880.0,4914766.0,4207.79697724353,-0.8322849733417524,-364.65115520304215,-0.8096295404623046,-78.22780238070007,0.004833839465617362,-0.04091294505470067,3.543336521882277,1.109762886219894,-1.1778537652557708,3.1928771144543235,11.82912005399766,22.876210797123314,0.2840495620009412,0.7648809523809521
ID373449,373449,31,117.0,94.11485255789204,69.22984082554535,0.0,14.0,14,1.8396733270406678,1,,33345.10526315789,32802.0,32640.0,38338.0,3801342.0,1073.419343111882,38208.657894736854,36939.0,32295.0,51997.0,4355787.0,4500.354253172984,-0.8298108712377811,-302.92838985864745,-0.8099715972876522,-72.3762953416754,0.002493526058520279,0.02707794692452689,3.208027479090829,1.1185419005101542,1.8199797445740449,2.86804408277212,10.632399737250836,19.645056606284435,0.34620600057735207,0.7674418604651171
ID392904,392904,31,116.0,93.02876875071178,68.71806423072202,0.0,27.0,27,1.847620117064129,1,,33211.13793103448,32796.0,32223.0,38454.0,3852492.0,845.4955829627942,38066.439655172406,36763.0,32473.0,53317.0,4415707.0,4593.18223171236,-0.8303774816118389,-384.58688082988255,-0.8085833990827554,-70.01704848544452,-0.2696210128411488,-0.025123562357410253,3.272057440007875,1.357293320778872,1.8539705356391039,2.410722420803066,10.72445514623134,25.826718839382128,0.20204431353965435,0.5669099756691002
ID409419,409419,31,135.0,92.31064699614649,67.58119787667844,0.0,40.0,40,2.0108943911147423,1,,33155.03649635037,32796.0,32469.0,37098.0,4542240.0,861.5976474034522,36772.306569343054,35927.0,32455.0,50928.0,5037806.0,3386.4327634262168,-0.8315191086884209,-379.8364025714834,-0.8158304270574886,-96.20340157813517,-0.18133266440586493,0.03544266292648096,3.087833968324133,1.4448261791603623,1.886492233004419,2.1371664030330475,12.703646439312658,27.39292393093039,0.21274603719916477,0.6119733924611983
ID360138,360138,31,130.0,93.43675766901526,70.35938001231997,0.0,1.0,1,1.9404447577919848,1,,33364.8062015504,32805.0,32127.0,39741.0,4304060.0,1172.4887997700619,38447.82170542636,37385.0,32623.0,53019.0,4959769.0,4721.948992553305,-0.8296435438020823,-277.16784182557006,-0.8079261018117292,-68.49892128924037,-0.060890729060169166,0.23836400635635777,2.8681546632629504,1.464554202600232,1.8004935269916285,1.9583806855155692,11.829120053997672,24.441310407250665,0.2488360680041126,0.6871657754010695
ID359632,359632,31,139.0,93.44844142654065,70.37673937122788,0.0,2.0,2,2.039829610344329,1,,33102.594405594406,32792.0,32457.0,36202.0,4733671.0,678.5058173618222,38083.6223776224,36790.0,32710.0,55895.0,5445958.0,4612.9348832038395,-0.8323796729632678,-484.5440168666097,-0.8109083968918114,-70.80932843865725,-0.09531674827113253,0.05232553973794831,3.1248964840973446,1.3685821440382446,1.721178908222317,2.2833094072649396,13.071868075234743,28.730144029251974,0.19900863176672265,0.6604651162790677
ID357072,357072,31,124.0,93.70118960490348,70.15549286121208,0.0,4.0,4,1.9214761229727533,1,,33286.7109375,32798.0,32443.0,37344.0,4260699.0,1002.6716213954946,38510.8671875,37400.0,32795.0,49883.0,4929391.0,4383.599921703682,-0.825626387297463,-314.37279498036025,-0.80184164192748,-71.09819822188602,-0.0516652814990847,-0.059764636586828866,3.437469398562753,1.1950234528990598,-1.2692151474357936,2.876486976237701,11.598981531546332,25.411122390261593,0.225726228374512,0.670212765957446
ID373337,373337,31,114.0,94.04382124752236,69.01920172183699,0.0,15.0,15,1.8316920602190978,1,,33249.35135135134,32796.0,32655.0,38935.0,3690678.0,1006.6655547232849,38131.94594594593,36900.0,32317.0,49682.0,4232646.0,4445.650812030352,-0.8299740759807707,-322.46111263633054,-0.8099143757256305,-73.09260679181625,-0.10217589085981123,7.579326964384297E-4,2.6288862226706566,1.3960929000797702,1.787558251362683,1.883031009269116,10.540344328270299,23.567567857316522,0.23847075687539931,0.6618497109826619
ID398169,398169,31,142.0,92.75464309126701,68.1299296856121,0.0,31.0,31,2.046999508058733,1,,33221.006993006995,32800.0,32327.0,37069.0,4750604.0,806.3373328309626,37210.67132867135,36000.0,31911.0,48876.0,5321126.0,3939.574157969869,-0.82947638412766,-400.81642788059924,-0.8115495927996089,-81.3516198631619,-0.04660487236891868,-0.014234353145997056,3.4685838599717176,1.2839491829550445,1.9363955698104456,2.7014962165314644,13.163923484215276,26.746888704547757,0.23123239218219954,0.7027027027027026
ID423394,423394,31,92.0,92.08382510444805,66.12980192355847,0.0,50.0,50,1.6329407076567823,1,,33203.98913043477,32797.0,32602.0,35249.0,3054767.0,714.6181258648706,36134.92391304347,35104.0,32228.0,47217.0,3324413.0,3208.374742553097,-0.8288323656672453,-449.97800347439454,-0.8186952373537427,-101.71502327907905,-0.08283478004972711,0.07175991354048138,2.4979306049689898,1.1850168897772153,-1.4098610648740408,2.1079282721772885,8.377042217227933,17.718993980622024,0.3352914252723032,0.7109375000000018
ID407009,407009,31,92.0,92.48676157056606,67.29386804490011,0.0,39.0,39,1.6640471352596364,1,,33107.46391752578,32798.0,32463.0,35830.0,3211424.0,646.4893828377951,37332.15463917525,36547.0,32556.0,46751.0,3621219.0,3545.3349669560084,-0.8300764039111513,-500.3327040099858,-0.8131589076903568,-91.65555761913198,-0.026468763723305457,-0.05527300252533407,2.1010789349775574,1.506494141742463,-1.2341691464845224,1.3946811187379573,8.69923614865975,20.28215438281447,0.265743601237125,0.6196721311475415
ID432623,432623,31,110.0,92.3858332615456,64.93990986109591,0.0,59.0,59,1.7830543802527494,1,,32998.58558558558,32791.0,32471.0,34944.0,3662843.0,501.00113352200697,37324.81081081082,36761.0,32081.0,48235.0,4143054.0,3469.4239750176857,-0.8305601804236582,-645.7170261030444,-0.813548398406094,-93.88311949239396,0.009856688422759016,-0.001669660565320644,2.6769806937374634,1.2970889064854698,1.67480236482297,2.0638374750971256,9.988011874387128,22.26540970751862,0.253178913603145,0.6656441717791418
ID434156,434156,31,98.0,92.26732859712607,65.21516029535609,0.0,58.0,58,1.6859146583542686,1,,33111.389473684205,32796.0,32388.0,35387.0,3145582.0,644.7952552280558,37301.31578947369,36663.0,32341.0,47167.0,3543625.0,3434.0710542443794,-0.8307168467852186,-503.99339665370053,-0.8139660156716297,-95.0514739262414,0.04361848740151665,0.06393661158876837,2.606011026019678,1.1668069858509125,1.7703699259184442,2.233455110931825,8.929374671111075,21.282900391388736,0.24772468520713845,0.6423841059602664
ID435565,435565,31,96.0,92.08851695511338,65.41378197351573,0.0,57.0,57,1.6859146583542672,1,,33034.959183673476,32793.0,32736.0,35183.0,3237426.0,588.2098110555512,36765.6224489796,35948.0,32765.0,46409.0,3603031.0,3050.4820762008753,-0.8293180968294209,-545.7643602491653,-0.815048854802193,-106.22581160842275,-0.08704347257601276,0.14340288632082895,2.4289247539888636,1.36845185978862,-1.3987132297884142,1.7749435149030754,8.929374671111061,18.02300610152556,0.34544304295519773,0.713235294117648
ID400362,400362,31,118.0,93.0290361449129,67.44518173892449,0.0,32.0,32,1.8634120291793876,1,,33084.13445378151,32797.0,32461.0,37704.0,3937012.0,747.8538437418687,37099.193277310915,36605.0,32551.0,46577.0,4414804.0,3205.667902265523,-0.83375112668178,-443.7217996351382,-0.8166150704308377,-103.06938402157942,-0.010319389761595786,-0.08662363297003739,2.565256089045022,1.4029929492859268,1.8166990247962957,1.8284169498860599,10.908565964192361,23.393384788241857,0.2504905794296399,0.6771428571428547
ID402665,402665,31,118.0,92.78589814989638,68.1579478699466,0.0,33.0,33,1.8790712290918714,1,,33354.79166666664,32815.0,32342.0,36146.0,4002575.0,865.309367088042,37840.174999999996,37059.0,31584.0,49655.0,4540821.0,3978.4046793466173,-0.8283514823818011,-372.0415282374137,-0.8092141897719484,-80.68477527570792,-0.06473776821097686,0.12375157550437436,3.4004064589872947,1.1317404764592836,1.945114210380269,3.004581465200985,11.092676782153433,25.62113034490658,0.21234872169399097,0.63254593175853
ID418805,418805,31,89.0,92.78522917976578,66.23538942293342,0.0,45.0,45,1.5781896192129299,1,,33126.89534883721,32790.0,32521.0,36974.0,2848913.0,772.7681035475423,37100.023255813976,36047.0,31979.0,48419.0,3190602.0,3598.968205003939,-0.8275059445887444,-411.2998327691826,-0.8120669313898848,-89.08709311172774,-0.08111247854622822,-0.033843765724708146,2.261803314215894,1.3936886131719275,1.508527112694708,1.622890000563472,7.824709763344718,17.149164528510056,0.33434294812142473,0.6719367588932794
ID432882,432882,31,88.0,92.51450302206305,65.70735944585054,0.0,54.0,54,1.614896610068966,1,,33156.366666666676,32789.0,32729.0,36544.0,2984073.0,736.4016742530509,37071.711111111086,36833.0,32730.0,43781.0,3336454.0,2713.4939218505906,-0.83325197172138,-449.98475944900844,-0.816782545297948,-121.81012179286914,-0.24021640199004202,0.2755007316035097,2.7625617561711038,1.1977828616356578,1.7818878935728228,2.306396129594498,8.192931399266856,23.602924683200197,0.1848066273356225,0.521994134897361
ID423806,423806,31,86.0,92.51776673456834,66.32015780704656,0.0,49.0,49,1.5874459426848704,1,,33310.0,32818.0,32453.0,35807.0,2897970.0,757.1164851547107,37911.27586206897,37281.0,32652.0,45923.0,3298281.0,3410.0444029355367,-0.8314282130618478,-433.9920687377032,-0.811879807387561,-95.96098280506668,-0.1123900034213842,0.13893673072428503,2.837601761897077,1.1378240875055734,1.8827109333127607,2.49388441768524,7.9167651723252765,24.742722548474273,0.16250347657420225,0.5460317460317468
ID433022,433022,31,111.0,92.42609367966908,65.11952280849782,0.0,56.0,56,1.7789412158812101,1,,33172.93577981651,32801.0,32615.0,37677.0,3615850.0,896.5210360386436,37131.08256880731,36256.0,32668.0,50494.0,4047288.0,3494.3820921705496,-0.8319219090435952,-366.28984156088546,-0.8167078572389792,-94.69348528861998,-0.030193147992922473,0.04913292806829782,2.8930289477625677,1.255770524947318,1.7238644256733202,2.3037879057433175,9.94198416989686,19.353133161923488,0.33356491284017464,0.6813880126182977
ID364926,364926,31,129.0,93.75804796104433,70.10097715893237,0.0,7.0,7,1.9442162769146825,1,,33315.852713178305,32803.0,32312.0,36583.0,4297745.0,911.0967901104758,38661.713178294594,36927.0,32503.0,55483.0,4987361.0,4605.427767852092,-0.8298844873330916,-356.7714888988316,-0.8069581179414014,-70.18439602745283,-0.02289165806122366,-0.06509612261598248,3.0401033146499583,1.33553997823671,1.9154347709096688,2.276310229712295,11.875147758487927,22.404004582116197,0.2973018286596024,0.695417789757413
ID359033,359033,31,117.0,93.48479974840923,69.9235563573839,0.0,0.0,0,1.8907305212889605,1,,33306.03278688523,32797.0,32331.0,36736.0,4063336.0,913.2248818700403,38400.32786885247,37291.0,32766.0,53587.0,4684840.0,4242.801322848776,-0.8297034783342176,-355.3794397139007,-0.8080311041495589,-76.1920123825505,-0.016657904171360375,0.1167857782110515,3.122174445706819,1.2253282198816258,-1.3977429497712806,2.5480311275361305,11.230759895624212,22.48269504104085,0.2792044058342402,0.7011494252873554
ID414841,414841,31,117.0,92.29427290832749,67.06721898671505,0.0,44.0,44,1.8555328732564274,1,,33347.316239316235,32801.0,32344.0,38729.0,3901636.0,1030.5051042184207,37381.487179487194,36444.0,32423.0,46149.0,4373634.0,3400.2974784045823,-0.8266625191278492,-308.6572645769708,-0.8096024755590517,-93.49323508856186,-0.08028186262975925,0.057986915734413454,2.806726619994781,1.2811248926606966,1.9690059246979839,2.190829821568487,10.816510555211845,23.972269998183965,0.23652590968934503,0.7057057057057039
ID380807,380807,32,168.0,61.48503725803944,142.5352279896204,0.0,16.0,16,2.2088022624806753,1,,33193.93333333332,32795.0,32456.0,36601.0,5476999.0,794.3744903345707,37971.66060606062,36760.0,32404.0,54343.0,6265324.0,4314.207035774248,-0.8306068035806629,-409.79149895827493,-0.8108290305738147,-75.45072261804621,0.006217928495810577,0.0735798862988872,2.86522463035216,1.9292013403094588,1.8279227072485211,1.485186937457008,15.327225595257662,22.518976908713277,0.3798184896833899,0.7835294117647064
ID401732,401732,32,192.0,58.79121609181701,142.51553919997843,0.0,31.0,31,2.3502031110850825,1,,33262.13756613754,32802.0,32180.0,39555.0,6286544.0,930.0999043321774,39059.481481481496,37271.0,32299.0,58670.0,7382242.0,5434.400367783735,-0.8300568749078481,-349.3452173835958,-0.8049500795682525,-59.32366974819682,-0.026138713669874396,0.02592418177643488,2.6623063018493194,2.147540646576237,-1.2292550542688243,1.2397000755695864,17.352444592829215,27.803890857049993,0.2820716118868484,0.7392156862745101
ID388419,388419,32,178.0,60.38922579303585,142.49473217839403,0.0,22.0,22,2.283808687789868,1,,33334.463276836155,32797.0,32373.0,37997.0,5900200.0,1040.70062723088,38150.338983050846,36974.0,32293.0,56142.0,6752610.0,4608.697509786287,-0.8283180194779365,-309.0793859764144,-0.8079567676174014,-69.65291690784589,5.576405336180127E-4,-0.029530841386825303,2.5851695715683296,2.0415789418373005,1.8481797917423881,1.2662599121647629,16.38586279853372,23.51351735688626,0.37242941861166284,0.7807017543859639
ID404494,404494,32,199.0,58.79545005310105,142.6196248718742,0.0,33.0,33,2.4086977929014575,1,,33274.862944162436,32794.0,32410.0,36924.0,6555148.0,948.5390681321043,38504.73096446701,36719.0,32622.0,57935.0,7585432.0,5097.006179472135,-0.8302817729948525,-343.232232945248,-0.807834380050318,-63.51489281937888,0.03771859317004461,-0.0731823322430459,3.0448949253293995,2.2843640587692056,1.9435364255588292,1.3329289233214259,18.22697097814425,32.385257356689344,0.2183884474471609,0.6460032626427409
ID408398,408398,32,174.0,57.83492524129946,142.8261588581565,0.0,41.0,41,2.267713993328191,1,,33468.30508474576,32877.0,32158.0,38862.0,5923890.0,1056.4285339309724,38863.892655367235,36947.0,32263.0,61715.0,6878909.0,5424.2461976089635,-0.8309404862128916,-311.4253033224481,-0.8084754377624516,-60.48939658076373,-0.05533243439658502,0.06590580402043544,3.047944061205193,1.9388190345945748,-1.166290484936126,1.572062171260118,16.15572427608239,27.551000934515415,0.2674616587155006,0.7048192771084332
ID371980,371980,32,168.0,63.432995574650455,142.84358589118207,0.0,10.0,10,2.2187295136795155,1,,33300.18562874251,32805.0,32478.0,37969.0,5561131.0,876.5900226126408,37599.8502994012,36331.0,32525.0,52979.0,6279175.0,4246.096951416469,-0.8294481323213792,-369.49867115682383,-0.8117656725430021,-76.37620245875583,0.007318344551412361,-0.06181232502800195,2.8959960509659317,1.8703712555700804,-1.3762526099214205,1.5483535914816258,15.46530870872845,23.333113006890706,0.3569629061739839,0.7741935483870949
ID376015,376015,32,169.0,61.45023614773645,142.62357530549028,0.0,15.0,15,2.1954961036698224,1,,33298.27878787878,32808.0,32561.0,36859.0,5494216.0,896.3882787016147,38263.07878787878,36990.0,32157.0,57738.0,6313408.0,4902.282457441137,-0.8306420067462034,-364.3877789648486,-0.8101956867117382,-66.63392970481192,0.096362273097831,-0.018971985908468405,2.7964478314966232,1.9837470690195937,-0.8552981457831464,1.4096796286023914,15.143114777296638,28.820656836986824,0.22909590655801873,0.6911764705882356
ID418632,418632,32,213.0,57.61078226648947,142.4613011397788,0.0,43.0,43,2.5070521492360363,1,,33309.107476635516,32815.0,32570.0,37445.0,7128149.0,914.3887065708985,38519.16355140187,36633.0,32401.0,61141.0,8243101.0,5382.422563667455,-0.8289942604794518,-353.1855889356189,-0.8061214507332009,-59.51134551277898,-0.08695641105356969,-0.14094513032925063,3.252289379504605,2.1938585062565994,-1.34277526053648,1.4824517489297957,19.745885226322873,28.215939728433916,0.31167174634267397,0.6820349761526225
ID401225,401225,32,190.0,59.06112098070715,142.78384361170643,0.0,30.0,30,2.368831168238798,1,,33251.68062827227,32801.0,32370.0,37609.0,6351071.0,830.8316236991407,38907.083769633486,37622.0,32503.0,56894.0,7431253.0,4963.493968153188,-0.8298300653094873,-390.3344753958765,-0.8053062491398798,-64.84555839774563,-0.031250238570368634,-0.12332602772534057,2.937631080180847,2.125188784152018,2.028355976442826,1.3822918237134427,17.628610819770817,25.76098944650729,0.3338127147736277,0.7379576107899815
ID378132,378132,32,196.0,62.67927567557975,142.39289050600698,0.0,12.0,12,2.393443061917364,1,,33161.86734693879,32793.0,32312.0,37884.0,6499726.0,847.4030450585269,37414.964285714275,36113.0,31718.0,52515.0,7333333.0,4113.901290683478,-0.8311149581306112,-385.16681817721684,-0.8131090785818114,-79.1374529965517,0.0010798087299681625,-0.0831707628293284,2.7010812548091847,2.252998784517391,1.8305789184866872,1.1988826950866627,17.996832455692928,23.83449772122461,0.3981016055896272,0.7742574257425734
ID404757,404757,32,200.0,58.72047673747046,142.7917766429586,0.0,32.0,32,2.423856518941732,1,,33318.895522388084,32802.0,32412.0,38677.0,6697098.0,978.5130014618358,38753.67164179106,37073.0,32707.0,59659.0,7789488.0,5443.912655585299,-0.8294807095657184,-331.2735529386716,-0.8063608237059883,-59.28814952038628,-0.03612610374214155,-0.06716608943091051,3.027012875966806,2.161151430341151,-1.049687550474797,1.400648207001845,18.457109500595553,31.103344272925668,0.23975042067657404,0.7022767075306471
ID392528,392528,32,175.0,59.13057202403643,142.4450523295253,0.0,26.0,26,2.2934112894457592,1,,33400.12222222222,32807.0,32479.0,37406.0,6012022.0,1021.175085286885,38767.111111111124,37551.0,32663.0,56063.0,6978080.0,4967.276972738504,-0.8294369690469822,-318.1092699419033,-0.8072079394293776,-65.3538741786692,-0.11170280172925194,0.05644843746818423,3.0846785494249054,1.8462214549358857,1.8203173911875559,1.670806360297675,16.523945912004482,25.63399844781134,0.31600279316261726,0.7223340040241452
